"C1"	"C2"	"C3"	"IR1"	"IR2"	"IR3"
"ENSG00000160218"	0	0	0	0	1	0
"ENSG00000160255"	0	0	4	0	2	3
"ENSG00000160271"	0	1	1	0	0	0
"ENSG00000160293"	0	0	1	0	0	0
"ENSG00000160294"	1	0	0	0	1	1
"ENSG00000160305"	0	1	0	0	0	0
"ENSG00000160310"	2	0	1	0	0	1
"ENSG00000160446"	0	0	1	0	0	0
"ENSG00000160593"	0	1	1	1	1	0
"ENSG00000160633"	0	0	0	0	1	0
"ENSG00000160679"	0	0	0	0	0	2
"ENSG00000160685"	0	1	0	0	0	0
"ENSG00000160688"	0	0	1	0	0	1
"ENSG00000160691"	0	0	0	0	1	0
"ENSG00000160710"	1	0	0	0	0	0
"ENSG00000160712"	1	0	0	0	0	0
"ENSG00000160714"	1	0	0	0	0	0
"ENSG00000160741"	0	0	0	0	0	1
"ENSG00000160752"	0	0	0	0	0	1
"ENSG00000160785"	0	0	1	0	0	0
"ENSG00000160789"	0	1	1	0	1	1
"ENSG00000160796"	1	0	0	0	1	0
"ENSG00000160803"	1	0	0	0	0	0
"ENSG00000160813"	0	0	1	0	0	0
"ENSG00000160883"	1	0	0	0	0	0
"ENSG00000160888"	0	1	1	1	0	0
"ENSG00000160908"	0	0	0	1	0	0
"ENSG00000160932"	0	1	0	0	0	0
"ENSG00000160948"	0	0	2	1	0	1
"ENSG00000160991"	1	0	0	0	0	0
"ENSG00000161011"	2	2	0	3	1	2
"ENSG00000161013"	0	0	0	1	0	0
"ENSG00000161016"	7	8	5	10	9	6
"ENSG00000161091"	0	1	0	0	0	0
"ENSG00000161203"	2	0	0	1	0	1
"ENSG00000161204"	0	0	1	0	0	1
"ENSG00000161217"	0	0	1	0	0	0
"ENSG00000161547"	0	0	1	0	0	0
"ENSG00000161638"	1	0	0	0	0	0
"ENSG00000161642"	0	1	0	0	0	0
"ENSG00000161671"	0	0	0	0	0	1
"ENSG00000161800"	0	0	0	0	1	0
"ENSG00000161920"	0	0	0	0	0	1
"ENSG00000161939"	7	3	1	1	2	3
"ENSG00000161955"	1	0	0	0	0	0
"ENSG00000161970"	15	11	15	7	14	9
"ENSG00000162032"	0	0	0	0	0	1
"ENSG00000162144"	1	0	0	0	0	0
"ENSG00000162191"	0	1	1	0	0	0
"ENSG00000162194"	1	0	0	0	0	0
"ENSG00000162231"	1	1	0	0	0	0
"ENSG00000162236"	1	1	2	0	0	0
"ENSG00000162244"	5	11	7	5	4	7
"ENSG00000162298"	0	1	1	0	1	0
"ENSG00000162302"	0	0	1	1	0	0
"ENSG00000162368"	1	0	0	0	0	1
"ENSG00000162413"	0	1	2	0	0	0
"ENSG00000162430"	0	0	0	0	1	0
"ENSG00000162434"	0	0	0	1	0	0
"ENSG00000162493"	0	0	1	0	0	0
"ENSG00000162511"	3	0	4	4	5	4
"ENSG00000162521"	0	0	0	0	2	2
"ENSG00000162545"	0	0	0	0	0	1
"ENSG00000162585"	0	1	0	2	1	1
"ENSG00000162601"	0	0	1	0	0	0
"ENSG00000162604"	0	0	0	0	1	0
"ENSG00000162613"	0	0	0	1	0	0
"ENSG00000162645"	0	0	0	2	0	2
"ENSG00000162654"	0	0	0	1	0	0
"ENSG00000162676"	0	0	1	0	0	0
"ENSG00000162704"	4	3	1	0	1	0
"ENSG00000162711"	0	0	0	0	1	0
"ENSG00000162714"	0	0	1	0	0	0
"ENSG00000162734"	0	0	0	0	0	1
"ENSG00000162736"	0	0	0	0	1	0
"ENSG00000162747"	1	0	0	0	0	0
"ENSG00000162775"	0	0	0	0	0	1
"ENSG00000162783"	1	1	2	0	0	1
"ENSG00000162819"	0	0	1	0	0	0
"ENSG00000162889"	0	1	0	0	1	0
"ENSG00000162894"	0	2	0	0	0	2
"ENSG00000162961"	0	0	2	0	0	0
"ENSG00000162980"	0	0	0	1	0	0
"ENSG00000163041"	3	5	3	5	4	2
"ENSG00000163110"	0	0	0	1	0	0
"ENSG00000163131"	2	5	0	3	0	1
"ENSG00000163154"	0	0	0	0	0	1
"ENSG00000163159"	0	0	0	0	0	1
"ENSG00000163191"	4	4	3	5	2	5
"ENSG00000163219"	1	0	2	0	0	0
"ENSG00000163220"	7	7	5	7	1	7
"ENSG00000163221"	1	0	1	1	0	0
"ENSG00000163249"	1	0	0	0	0	0
"ENSG00000163297"	0	0	0	0	1	0
"ENSG00000163312"	0	1	1	0	0	0
"ENSG00000163319"	0	1	0	0	0	0
"ENSG00000163344"	0	0	0	0	1	0
"ENSG00000163399"	1	0	0	0	0	0
"ENSG00000163428"	0	0	0	0	1	0
"ENSG00000163444"	0	0	1	1	0	0
"ENSG00000163463"	1	0	1	2	2	1
"ENSG00000163466"	1	0	2	1	1	2
"ENSG00000163468"	0	0	0	0	1	0
"ENSG00000163479"	1	2	0	0	1	3
"ENSG00000163508"	1	0	0	0	0	0
"ENSG00000163519"	0	0	1	0	0	0
"ENSG00000163539"	0	0	0	0	1	0
"ENSG00000163545"	0	0	0	0	1	0
"ENSG00000163563"	0	0	1	1	0	0
"ENSG00000163584"	0	1	0	0	0	0
"ENSG00000163605"	0	0	1	0	0	0
"ENSG00000163608"	0	0	1	0	0	0
"ENSG00000163625"	0	0	0	0	0	1
"ENSG00000163636"	0	0	1	0	0	0
"ENSG00000163682"	1	18	21	19	17	21
"ENSG00000163683"	1	0	0	0	0	0
"ENSG00000163684"	0	2	0	0	0	0
"ENSG00000163697"	1	0	0	0	0	0
"ENSG00000163735"	1	1	4	0	2	2
"ENSG00000163736"	4	3	2	4	3	5
"ENSG00000163737"	0	1	1	0	0	1
"ENSG00000163739"	0	1	0	0	0	0
"ENSG00000163754"	0	0	0	0	0	1
"ENSG00000163755"	0	1	0	0	1	0
"ENSG00000163798"	0	0	1	0	0	0
"ENSG00000163812"	0	1	0	0	0	0
"ENSG00000163814"	0	0	1	0	0	0
"ENSG00000163818"	0	0	0	0	1	0
"ENSG00000163823"	1	0	0	0	0	0
"ENSG00000163832"	0	0	0	0	0	1
"ENSG00000163848"	0	0	0	0	1	0
"ENSG00000163866"	0	0	0	2	0	0
"ENSG00000163870"	0	0	1	0	1	2
"ENSG00000163875"	0	0	0	0	1	1
"ENSG00000163902"	0	1	2	0	1	0
"ENSG00000163913"	0	0	0	1	0	0
"ENSG00000163918"	0	0	0	0	1	0
"ENSG00000163931"	0	1	0	2	0	0
"ENSG00000163932"	0	0	1	0	0	0
"ENSG00000163946"	0	0	1	0	0	0
"ENSG00000163947"	0	0	0	1	0	0
"ENSG00000163950"	0	1	0	0	0	0
"ENSG00000163993"	0	0	0	1	0	0
"ENSG00000164022"	1	0	0	0	0	0
"ENSG00000164032"	1	0	0	0	0	1
"ENSG00000164054"	0	0	1	0	0	0
"ENSG00000164056"	0	0	0	0	1	0
"ENSG00000164062"	0	0	0	0	1	0
"ENSG00000164068"	0	0	1	0	0	0
"ENSG00000164088"	0	1	0	0	0	0
"ENSG00000164091"	0	0	0	2	0	0
"ENSG00000164096"	0	0	0	0	2	0
"ENSG00000164104"	0	0	1	1	0	0
"ENSG00000164111"	2	2	1	2	2	0
"ENSG00000164134"	0	0	2	0	0	0
"ENSG00000164163"	0	0	0	0	1	0
"ENSG00000164164"	0	0	0	1	0	0
"ENSG00000164167"	0	0	0	0	1	0
"ENSG00000164172"	0	1	0	0	0	0
"ENSG00000164253"	0	1	0	0	0	0
"ENSG00000164258"	0	1	0	1	0	0
"ENSG00000164305"	0	0	0	0	0	2
"ENSG00000164307"	0	1	0	0	1	2
"ENSG00000164323"	1	0	0	0	0	0
"ENSG00000164329"	1	0	0	0	0	0
"ENSG00000164331"	0	1	0	0	0	0
"ENSG00000164346"	1	0	0	0	1	0
"ENSG00000164405"	0	2	0	0	1	1
"ENSG00000164442"	1	1	0	0	1	0
"ENSG00000164463"	3	0	0	0	0	0
"ENSG00000164506"	0	1	0	0	0	0
"ENSG00000164543"	0	0	0	0	0	1
"ENSG00000164574"	1	0	0	0	0	0
"ENSG00000164576"	1	0	0	0	0	0
"ENSG00000164587"	19	18	20	19	10	11
"ENSG00000164610"	0	0	0	0	0	1
"ENSG00000164615"	0	0	0	0	1	0
"ENSG00000164674"	0	0	1	0	0	0
"ENSG00000164687"	0	0	1	1	1	0
"ENSG00000164713"	2	1	1	1	1	2
"ENSG00000164733"	8	8	9	4	4	6
"ENSG00000164751"	0	1	0	0	1	0
"ENSG00000164754"	0	0	1	0	0	1
"ENSG00000164919"	2	1	0	0	1	2
"ENSG00000164924"	2	2	2	1	3	2
"ENSG00000164934"	0	0	0	1	0	0
"ENSG00000164938"	0	0	0	0	1	0
"ENSG00000164944"	0	2	0	1	0	0
"ENSG00000164967"	0	0	0	0	0	1
"ENSG00000164978"	1	0	0	0	0	0
"ENSG00000164985"	0	0	0	0	0	1
"ENSG00000165025"	0	0	0	0	0	1
"ENSG00000165029"	0	1	0	0	0	0
"ENSG00000165097"	0	0	0	0	0	1
"ENSG00000165119"	1	0	0	0	1	4
"ENSG00000165140"	0	1	0	1	0	0
"ENSG00000165168"	2	1	1	0	2	0
"ENSG00000165169"	1	0	0	0	1	0
"ENSG00000165178"	0	1	0	0	0	1
"ENSG00000165195"	0	0	1	0	0	0
"ENSG00000165209"	1	1	0	0	0	0
"ENSG00000165219"	0	0	0	0	0	1
"ENSG00000165233"	0	0	0	0	0	1
"ENSG00000165264"	1	0	1	0	1	0
"ENSG00000165272"	0	0	0	1	0	1
"ENSG00000165280"	0	0	0	0	2	0
"ENSG00000165283"	1	0	0	0	0	0
"ENSG00000165389"	0	0	0	0	1	0
"ENSG00000165406"	1	0	0	0	1	0
"ENSG00000165502"	4	0	1	5	2	1
"ENSG00000165506"	0	1	0	0	0	0
"ENSG00000165512"	0	1	0	0	0	0
"ENSG00000165591"	0	0	0	1	0	0
"ENSG00000165609"	0	0	0	1	0	0
"ENSG00000165629"	0	0	1	0	0	2
"ENSG00000165637"	0	0	1	1	0	1
"ENSG00000165644"	0	0	0	1	0	0
"ENSG00000165669"	0	0	0	0	0	1
"ENSG00000165688"	0	0	0	2	0	0
"ENSG00000165689"	0	0	0	1	0	0
"ENSG00000165699"	1	0	0	0	0	0
"ENSG00000165775"	1	0	0	0	1	0
"ENSG00000165782"	0	0	1	0	0	0
"ENSG00000165819"	0	1	0	0	0	0
"ENSG00000165898"	0	0	1	0	0	0
"ENSG00000165916"	0	0	0	1	1	1
"ENSG00000165929"	0	1	0	0	0	0
"ENSG00000165934"	0	0	0	0	0	1
"ENSG00000166012"	0	2	0	0	0	0
"ENSG00000166037"	0	0	0	0	0	1
"ENSG00000166128"	0	0	1	0	1	1
"ENSG00000166135"	1	0	0	0	1	0
"ENSG00000166136"	0	0	1	0	0	1
"ENSG00000166164"	0	0	0	0	0	1
"ENSG00000166181"	1	0	0	0	0	0
"ENSG00000166260"	0	1	0	0	0	0
"ENSG00000166261"	0	0	0	0	1	0
"ENSG00000166275"	0	1	0	0	0	0
"ENSG00000166289"	0	0	1	0	0	0
"ENSG00000166295"	0	0	0	0	1	0
"ENSG00000166326"	0	0	1	0	0	0
"ENSG00000166333"	0	3	0	1	0	0
"ENSG00000166337"	1	0	0	1	0	2
"ENSG00000166387"	0	0	0	0	1	0
"ENSG00000166411"	0	0	0	0	0	1
"ENSG00000166435"	0	1	0	0	0	0
"ENSG00000166441"	14	20	17	10	13	21
"ENSG00000166452"	0	1	0	0	0	0
"ENSG00000166479"	1	0	1	0	0	0
"ENSG00000166501"	0	0	1	1	0	0
"ENSG00000166508"	0	1	1	0	0	0
"ENSG00000166562"	0	0	1	1	1	0
"ENSG00000166595"	0	0	0	0	0	1
"ENSG00000166598"	0	0	0	1	1	2
"ENSG00000166681"	0	0	0	1	0	0
"ENSG00000166685"	1	1	0	0	0	0
"ENSG00000166707"	0	0	0	0	1	0
"ENSG00000166710"	23	30	24	32	25	26
"ENSG00000166734"	1	0	1	0	0	0
"ENSG00000166794"	1	1	0	1	1	0
"ENSG00000166797"	0	1	0	0	1	0
"ENSG00000166825"	0	0	1	0	0	1
"ENSG00000166855"	0	0	0	2	0	0
"ENSG00000166902"	0	0	1	0	0	0
"ENSG00000166913"	2	0	0	1	0	1
"ENSG00000166920"	0	0	0	1	0	0
"ENSG00000166925"	0	0	1	0	0	0
"ENSG00000166927"	0	0	0	0	0	1
"ENSG00000166938"	0	0	0	1	0	0
"ENSG00000166974"	1	1	0	0	0	0
"ENSG00000166987"	0	0	0	0	1	0
"ENSG00000167004"	1	2	1	0	1	3
"ENSG00000167005"	1	0	0	0	0	0
"ENSG00000167077"	1	0	0	0	0	0
"ENSG00000167085"	1	0	0	0	2	0
"ENSG00000167088"	0	0	1	0	0	0
"ENSG00000167106"	0	0	1	0	1	0
"ENSG00000167118"	0	0	0	0	0	1
"ENSG00000167130"	0	2	0	0	0	0
"ENSG00000167173"	0	1	0	0	0	0
"ENSG00000167208"	0	0	0	1	0	0
"ENSG00000167261"	0	0	2	0	0	1
"ENSG00000167272"	0	1	0	0	0	0
"ENSG00000167283"	2	0	1	0	1	0
"ENSG00000167286"	2	0	2	1	0	4
"ENSG00000167395"	0	0	1	0	0	0
"ENSG00000167397"	2	0	0	0	1	0
"ENSG00000167447"	0	0	0	1	0	1
"ENSG00000167460"	0	0	0	0	1	0
"ENSG00000167461"	1	1	0	1	0	0
"ENSG00000167468"	1	0	0	1	0	1
"ENSG00000167491"	0	0	0	0	0	1
"ENSG00000167508"	0	1	0	0	0	0
"ENSG00000167526"	21	21	19	27	33	31
"ENSG00000167552"	1	0	0	1	1	0
"ENSG00000167565"	0	0	0	1	0	0
"ENSG00000167566"	0	0	0	0	1	0
"ENSG00000167642"	0	0	0	1	0	1
"ENSG00000167645"	0	1	0	0	1	1
"ENSG00000167658"	3	2	5	1	1	3
"ENSG00000167664"	0	0	0	0	1	0
"ENSG00000167671"	1	0	3	0	1	1
"ENSG00000167699"	1	0	0	0	0	0
"ENSG00000167716"	0	1	0	0	0	0
"ENSG00000167766"	0	0	0	1	0	0
"ENSG00000167770"	0	0	0	0	1	1
"ENSG00000167797"	1	0	1	0	2	1
"ENSG00000167815"	0	0	1	0	0	0
"ENSG00000167840"	0	0	0	0	1	0
"ENSG00000167851"	0	1	0	0	0	0
"ENSG00000167862"	0	0	1	0	0	0
"ENSG00000167863"	2	0	3	1	0	2
"ENSG00000167881"	0	1	0	0	0	0
"ENSG00000167920"	1	0	0	0	0	0
"ENSG00000167925"	0	0	0	1	0	1
"ENSG00000167962"	0	0	0	0	2	0
"ENSG00000167965"	0	0	1	0	0	1
"ENSG00000167969"	0	0	0	0	2	0
"ENSG00000167977"	1	0	0	0	0	0
"ENSG00000167984"	0	0	2	0	0	0
"ENSG00000167995"	0	1	0	0	0	0
"ENSG00000167996"	38	36	35	41	33	40
"ENSG00000168000"	1	0	0	0	0	0
"ENSG00000168002"	0	1	0	0	1	0
"ENSG00000168003"	1	0	1	1	0	0
"ENSG00000168028"	6	9	8	7	6	7
"ENSG00000168036"	0	0	0	0	1	0
"ENSG00000168159"	0	1	0	0	1	0
"ENSG00000168175"	0	0	0	1	0	0
"ENSG00000168214"	0	0	1	0	1	1
"ENSG00000168234"	0	0	1	0	0	0
"ENSG00000168246"	0	0	1	0	0	1
"ENSG00000168256"	1	0	0	0	0	1
"ENSG00000168264"	1	0	0	1	0	0
"ENSG00000168268"	1	0	1	0	0	0
"ENSG00000168275"	0	0	1	0	0	1
"ENSG00000168282"	0	0	0	0	1	0
"ENSG00000168283"	0	1	0	0	0	0
"ENSG00000168286"	0	0	1	0	0	0
"ENSG00000168288"	0	0	0	0	2	1
"ENSG00000168291"	0	0	0	1	0	0
"ENSG00000168300"	0	1	0	0	0	1
"ENSG00000168303"	0	0	0	1	0	0
"ENSG00000168310"	0	1	0	1	0	1
"ENSG00000168374"	0	0	0	1	1	1
"ENSG00000168385"	0	0	1	0	0	0
"ENSG00000168395"	0	1	0	0	0	0
"ENSG00000168397"	0	0	0	2	0	1
"ENSG00000168404"	0	0	0	0	0	1
"ENSG00000168438"	0	0	1	0	0	0
"ENSG00000168461"	0	0	1	1	0	0
"ENSG00000168488"	0	0	1	0	0	0
"ENSG00000168522"	0	0	0	1	1	2
"ENSG00000168538"	1	0	0	0	0	0
"ENSG00000168564"	0	1	0	0	0	0
"ENSG00000168569"	0	0	0	1	0	0
"ENSG00000168591"	0	0	0	0	0	1
"ENSG00000168612"	0	0	0	1	0	0
"ENSG00000168615"	0	0	0	0	1	0
"ENSG00000168653"	1	1	0	0	1	2
"ENSG00000168675"	0	0	0	1	0	1
"ENSG00000168685"	0	1	4	1	2	1
"ENSG00000168701"	0	0	0	0	0	1
"ENSG00000168802"	0	1	0	0	0	0
"ENSG00000168827"	0	0	0	0	1	0
"ENSG00000168884"	1	0	0	0	0	0
"ENSG00000168890"	0	1	1	0	0	0
"ENSG00000168894"	0	0	0	0	0	1
"ENSG00000168899"	1	0	1	1	1	0
"ENSG00000168904"	0	1	0	0	0	0
"ENSG00000168906"	0	0	0	0	1	0
"ENSG00000168924"	0	0	0	0	1	0
"ENSG00000168958"	0	0	0	0	1	0
"ENSG00000168961"	0	0	0	1	0	0
"ENSG00000168970"	0	0	0	1	0	0
"ENSG00000169018"	1	0	0	0	0	0
"ENSG00000169019"	0	0	0	0	0	1
"ENSG00000169020"	0	0	0	0	1	1
"ENSG00000169021"	0	0	1	0	0	0
"ENSG00000169032"	0	1	0	0	0	0
"ENSG00000169045"	0	1	1	0	1	0
"ENSG00000169062"	0	0	0	1	0	1
"ENSG00000169084"	0	0	0	1	0	0
"ENSG00000169100"	3	1	1	1	1	2
"ENSG00000169131"	0	0	0	0	1	0
"ENSG00000169180"	0	0	0	1	0	0
"ENSG00000169188"	0	0	0	0	1	0
"ENSG00000169189"	0	0	0	1	0	0
"ENSG00000169220"	0	1	1	0	0	0
"ENSG00000169221"	1	0	0	0	0	0
"ENSG00000169223"	2	0	0	1	1	0
"ENSG00000169228"	0	1	0	0	0	0
"ENSG00000169230"	2	0	1	0	2	1
"ENSG00000169245"	0	0	0	0	1	0
"ENSG00000169359"	0	0	0	0	0	1
"ENSG00000169371"	0	0	0	0	3	0
"ENSG00000169372"	0	0	0	0	1	0
"ENSG00000169379"	1	0	0	0	0	0
"ENSG00000169403"	0	1	0	0	0	0
"ENSG00000169410"	0	0	0	0	0	1
"ENSG00000169413"	1	0	0	0	0	1
"ENSG00000169429"	3	2	3	0	2	1
"ENSG00000169442"	1	2	1	1	0	2
"ENSG00000169490"	0	0	0	0	0	1
"ENSG00000169504"	1	0	0	0	0	0
"ENSG00000169508"	0	0	3	0	0	1
"ENSG00000169519"	0	0	1	0	0	0
"ENSG00000169554"	0	0	1	0	0	1
"ENSG00000169564"	2	1	1	1	1	0
"ENSG00000169567"	2	0	4	2	1	3
"ENSG00000169583"	0	0	0	1	1	1
"ENSG00000169592"	0	1	0	0	0	0
"ENSG00000169599"	0	0	0	0	0	1
"ENSG00000169612"	0	1	0	0	0	1
"ENSG00000169689"	0	0	1	0	0	1
"ENSG00000169692"	0	1	0	0	0	0
"ENSG00000169714"	0	0	1	0	4	1
"ENSG00000169718"	0	0	0	0	1	1
"ENSG00000169727"	0	0	0	0	1	3
"ENSG00000169733"	0	1	0	0	0	0
"ENSG00000169738"	0	1	0	1	0	0
"ENSG00000169740"	1	0	0	0	0	0
"ENSG00000169764"	0	0	0	0	1	0
"ENSG00000169813"	0	0	1	1	0	1
"ENSG00000169826"	0	1	1	0	0	0
"ENSG00000169871"	0	0	0	0	1	0
"ENSG00000169905"	0	1	0	0	0	0
"ENSG00000169919"	0	0	0	1	1	0
"ENSG00000169976"	0	0	1	0	0	1
"ENSG00000170027"	0	0	0	0	1	1
"ENSG00000170035"	0	0	0	0	0	1
"ENSG00000170037"	1	0	0	0	0	0
"ENSG00000170043"	0	1	1	0	0	0
"ENSG00000170085"	0	0	0	0	0	1
"ENSG00000170144"	1	0	1	0	2	1
"ENSG00000170175"	1	0	0	0	0	0
"ENSG00000170185"	0	0	0	0	0	1
"ENSG00000170234"	1	0	0	0	0	0
"ENSG00000170242"	0	0	0	1	0	0
"ENSG00000170248"	0	1	0	0	0	0
"ENSG00000170266"	1	0	1	0	2	0
"ENSG00000170275"	0	0	0	0	0	1
"ENSG00000170293"	0	0	1	0	0	0
"ENSG00000170296"	4	0	3	1	2	1
"ENSG00000170315"	2	3	1	0	1	1
"ENSG00000170325"	0	0	0	0	0	1
"ENSG00000170340"	0	0	0	1	0	0
"ENSG00000170345"	0	0	0	1	0	0
"ENSG00000170348"	1	0	0	1	0	1
"ENSG00000170364"	0	1	0	0	0	0
"ENSG00000170379"	1	1	0	0	0	0
"ENSG00000170385"	1	0	0	0	0	0
"ENSG00000170430"	0	1	0	0	0	0
"ENSG00000170445"	0	0	0	1	0	0
"ENSG00000170448"	0	1	0	0	0	0
"ENSG00000170458"	0	1	0	3	2	0
"ENSG00000170468"	0	0	0	0	1	0
"ENSG00000170515"	1	1	0	2	2	1
"ENSG00000170540"	1	0	0	0	0	1
"ENSG00000170571"	0	0	0	0	1	0
"ENSG00000170606"	0	0	0	0	1	0
"ENSG00000170619"	0	0	0	0	2	0
"ENSG00000170629"	0	0	0	1	0	0
"ENSG00000170631"	1	0	0	0	0	0
"ENSG00000170632"	0	0	0	2	0	1
"ENSG00000170653"	0	0	1	0	0	0
"ENSG00000170759"	1	0	0	0	1	0
"ENSG00000170776"	0	0	0	1	0	0
"ENSG00000170802"	0	0	0	0	0	1
"ENSG00000170852"	1	0	0	0	0	0
"ENSG00000170855"	0	1	0	0	0	0
"ENSG00000170860"	0	0	1	1	0	0
"ENSG00000170876"	1	3	0	0	0	0
"ENSG00000170881"	0	1	0	0	0	0
"ENSG00000170889"	6	5	5	5	5	6
"ENSG00000170903"	0	0	0	0	1	0
"ENSG00000170915"	0	0	0	0	1	0
"ENSG00000170989"	1	0	0	0	0	1
"ENSG00000171067"	0	0	1	0	0	0
"ENSG00000171100"	0	1	0	0	0	0
"ENSG00000171103"	0	0	0	1	0	0
"ENSG00000171115"	0	0	0	0	1	0
"ENSG00000171148"	0	1	0	0	0	0
"ENSG00000171159"	2	0	0	0	0	1
"ENSG00000171204"	1	0	0	0	0	0
"ENSG00000171206"	0	0	1	0	0	0
"ENSG00000171222"	0	0	1	0	1	0
"ENSG00000171223"	0	2	1	0	3	1
"ENSG00000171302"	0	0	1	0	0	0
"ENSG00000171310"	1	0	0	0	0	0
"ENSG00000171314"	1	0	0	1	2	2
"ENSG00000171456"	0	0	1	1	0	0
"ENSG00000171466"	0	0	0	1	0	0
"ENSG00000171475"	1	0	0	0	0	0
"ENSG00000171476"	0	1	0	0	1	0
"ENSG00000171490"	0	1	0	0	1	0
"ENSG00000171492"	0	0	0	1	0	0
"ENSG00000171517"	0	1	0	0	0	0
"ENSG00000171522"	1	0	0	0	0	0
"ENSG00000171530"	1	1	0	0	1	0
"ENSG00000171552"	2	0	0	0	0	0
"ENSG00000171603"	0	0	1	0	0	0
"ENSG00000171606"	0	0	0	0	0	1
"ENSG00000171634"	0	2	1	0	0	0
"ENSG00000171720"	0	0	0	0	1	0
"ENSG00000171735"	0	0	0	0	0	1
"ENSG00000171792"	0	0	0	0	1	0
"ENSG00000171806"	0	0	0	0	0	1
"ENSG00000171827"	0	1	0	0	0	0
"ENSG00000171853"	0	0	0	0	0	1
"ENSG00000171858"	16	18	16	12	17	7
"ENSG00000171860"	0	0	0	0	1	1
"ENSG00000171861"	1	1	1	0	0	0
"ENSG00000171863"	5	9	6	5	5	3
"ENSG00000171916"	1	0	0	0	0	0
"ENSG00000171940"	0	0	0	0	0	1
"ENSG00000172005"	0	0	0	0	1	0
"ENSG00000172053"	0	1	2	0	0	0
"ENSG00000172057"	0	1	0	0	0	0
"ENSG00000172115"	0	0	0	1	1	1
"ENSG00000172116"	0	1	0	0	0	0
"ENSG00000172183"	1	0	1	0	0	0
"ENSG00000172216"	0	1	0	1	3	1
"ENSG00000172239"	0	0	1	0	0	0
"ENSG00000172270"	0	0	0	0	1	0
"ENSG00000172273"	0	0	0	0	0	1
"ENSG00000172349"	1	0	0	1	0	0
"ENSG00000172354"	1	1	2	0	0	1
"ENSG00000172366"	1	0	0	0	0	0
"ENSG00000172409"	0	0	1	0	0	0
"ENSG00000172428"	0	0	0	1	0	2
"ENSG00000172530"	0	0	0	1	0	0
"ENSG00000172531"	0	1	0	0	0	1
"ENSG00000172534"	0	0	0	0	1	1
"ENSG00000172543"	0	0	1	0	0	1
"ENSG00000172578"	0	0	0	0	0	1
"ENSG00000172586"	0	0	0	0	1	0
"ENSG00000172663"	0	0	1	0	1	0
"ENSG00000172725"	1	0	1	2	4	1
"ENSG00000172757"	3	5	2	4	2	2
"ENSG00000172809"	14	12	9	12	7	8
"ENSG00000172845"	0	1	0	0	0	0
"ENSG00000172890"	0	1	0	0	0	0
"ENSG00000172893"	0	0	0	0	0	1
"ENSG00000172922"	1	0	0	0	0	2
"ENSG00000172932"	1	0	2	0	0	0
"ENSG00000172936"	1	0	0	1	1	1
"ENSG00000172977"	0	0	1	0	0	0
"ENSG00000173020"	0	0	0	0	0	1
"ENSG00000173039"	0	0	1	0	0	1
"ENSG00000173113"	1	0	2	1	0	1
"ENSG00000173141"	0	1	0	0	0	2
"ENSG00000173153"	1	0	0	0	0	0
"ENSG00000173209"	1	0	2	0	0	0
"ENSG00000173221"	0	2	0	0	0	1
"ENSG00000173264"	0	0	0	0	1	0
"ENSG00000173272"	0	1	0	0	0	0
"ENSG00000173276"	0	0	1	0	0	0
"ENSG00000173327"	0	3	0	0	0	0
"ENSG00000173372"	0	0	0	1	0	0
"ENSG00000173391"	0	0	0	0	0	1
"ENSG00000173409"	0	0	1	1	0	0
"ENSG00000173418"	0	0	0	1	0	0
"ENSG00000173436"	0	1	0	0	0	3
"ENSG00000173457"	0	0	1	1	0	3
"ENSG00000173511"	0	0	1	1	0	0
"ENSG00000173542"	0	0	1	0	0	0
"ENSG00000173545"	2	0	0	0	0	0
"ENSG00000173548"	0	0	0	0	0	1
"ENSG00000173559"	0	0	1	0	0	0
"ENSG00000173653"	0	1	0	0	0	0
"ENSG00000173660"	1	0	0	1	0	1
"ENSG00000173674"	0	0	0	0	1	0
"ENSG00000173692"	0	1	1	0	0	0
"ENSG00000173726"	0	1	1	0	0	0
"ENSG00000173744"	0	0	1	0	0	0
"ENSG00000173762"	1	0	0	2	1	0
"ENSG00000173786"	0	0	1	0	0	0
"ENSG00000173801"	0	0	0	0	0	1
"ENSG00000173812"	3	1	2	1	1	4
"ENSG00000173915"	0	1	0	1	0	1
"ENSG00000173933"	0	1	1	1	0	0
"ENSG00000173960"	1	0	0	0	0	0
"ENSG00000173988"	0	0	0	0	1	0
"ENSG00000173992"	0	1	0	0	0	0
"ENSG00000174004"	0	0	1	0	1	0
"ENSG00000174013"	0	1	0	0	0	0
"ENSG00000174021"	1	1	1	2	0	1
"ENSG00000174032"	1	0	0	0	1	0
"ENSG00000174080"	0	0	1	0	0	0
"ENSG00000174165"	1	0	0	1	0	0
"ENSG00000174173"	0	0	0	0	1	0
"ENSG00000174231"	0	0	0	0	0	1
"ENSG00000174238"	2	0	0	1	0	0
"ENSG00000174428"	1	0	0	0	0	0
"ENSG00000174437"	0	0	1	0	0	0
"ENSG00000174444"	5	5	4	4	7	7
"ENSG00000174485"	0	0	0	1	0	0
"ENSG00000174547"	0	2	0	0	0	0
"ENSG00000174574"	2	0	0	0	0	0
"ENSG00000174606"	1	0	0	0	0	0
"ENSG00000174695"	0	0	1	0	0	1
"ENSG00000174718"	0	0	0	0	0	1
"ENSG00000174748"	12	6	6	13	9	8
"ENSG00000174780"	0	0	1	0	0	0
"ENSG00000174851"	0	1	0	0	1	0
"ENSG00000174886"	0	2	1	0	2	2
